编号,期刊,年份,卷,期,题目,作者,作者机构,页数,主题词,分类-Q,分类-G,分类-D,分类-K,分类,duplicate_group,canonical_pid,analysis_included
950,中国社会科学,2025,000,5,从身份到行为：劳动法规范构造的转型,王天玉[1],"[1]中国社会科学院法学研究所,北京100720",19,劳动合同;从属性;倾斜保护;劳动行为;权利束,民商法学,民商法学,民商法学,民商法学,民商法学,,950,yes
951,中国社会科学,2020,,2,以“生态恢复论”重构环境侵权救济体系,吕忠梅[1];窦海阳[2],"[1]清华大学法学院,北京100084;[2]中国社会科学院法学研究所,北京100720",25,环境侵权;损害论;生态恢复论;民法典;环境法典,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,,951,yes
952,中国社会科学,2019,,8,作为国家机构原则的民主集中制,王旭[1],"[1]中国人民大学法学院,北京100872",24,民主集中制;国家机构;平等主义自由观;组织活动原则;法教义学,法学理论,法学理论,法学理论,法学理论,法学理论,,952,yes
953,中国社会科学,2020,,11,依宪立法原则与合宪性审查,莫纪宏[1],"[1]中国社会科学院国际法研究所,北京100009",22,依宪立法;依法立法;依宪治国;合宪性审查;合法性审查,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,953,yes
954,中国社会科学,2023,000,2,先秦法的概念隐喻,汪太贤[1],"[1]广西大学法学院,南宁530004",19,先秦;法的概念隐喻;意义结构;法律工具论;法律根据论,法律史,法律史,法律史,法律史,法律史,,954,yes
955,中国社会科学,2017,,3,公司法中的契约自由——以股权处分抑制条款为视角,冯果;段丙华,"武汉大学法学院,武汉430072",21,股权处分;抑制条款;组织交易;公司自治;股东自治,民商法学,民商法学,民商法学,民商法学,民商法学,,955,yes
956,中国社会科学,2015,0,11,公序良俗原则与诚实信用原则的区分,于飞,"中国政法大学民商经济法学院,北京100088",17,公序良俗;诚实信用;内容审查;行使审查,法学理论,法学理论,法学理论,法学理论,法学理论,,956,yes
957,中国社会科学,2016,,11,公权与私权共治的法律机制,唐清利,"西南财经大学法学院,成都610074",18,公权;私权;社会共治;法律机制,法学理论,法学理论,法学理论,法学理论,法学理论,,957,yes
958,中国社会科学,2016,,6,公民参与行政的风险及法律规制,王旭,"中国人民大学法学院副教授,北京100872",21,参与行政;风险;公共领域;正当程序;问责制,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,958,yes
959,中国社会科学,2017,,9,共享经济的法律规制,蒋大兴;王首杰,北京大学法学院,22,共享经济 平台 创新 规制,数字法学,经济法学,经济法学,民商法学,民商法学,,959,yes
960,中国社会科学,2018,,4,内幕交易惩罚性赔偿制度的构造原理与现实选择,邢会强,"中央财经大学法学院,北京100081",20,内幕交易;惩罚性赔偿;成本内化法;证券法修改,民商法学,民商法学,民商法学,民商法学,民商法学,,960,yes
961,中国社会科学,2017,,5,农地三权分置的法实现,"蔡立东[1,2];姜楠[1]","[1]吉林大学法学院,长春130012;[2]吉林大学理论法学研究中心",21,农地三权分置;土地承包经营权;农户承包权;土地经营权,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,环境与资源保护法学,,961,yes
962,中国社会科学,2021,0,2,刑事司法人工智能的包容性规制,李训虎,"中国政法大学证据科学研究院,北京100088",22,刑事司法;人工智能;技术赋权;技术正当程序;规制,数字法学,刑法学,诉讼法学,刑法学,诉讼法学,,962,yes
963,中国社会科学,2022,000,8,刑事司法领域的宪法判断与刑法制度文明,周光权[1],"[1]清华大学法学院,北京100084",20,宪法;合宪性解释;合宪性调适;最高人民法院;刑法制度,刑法学,刑法学,刑法学,刑法学,刑法学,,963,yes
964,中国社会科学,2023,000,7,刑法解释的价值判断,姜涛[1],"[1]华东政法大学刑事法学院,上海201620",23,刑法解释;价值判断;刑法法理;主体间性;罪刑法定原则,刑法学,刑法学,刑法学,刑法学,刑法学,,964,yes
965,中国社会科学,2016,,4,制度激励、博弈均衡与社会正义,丁利,中山大学法学院,24,法律;社会正义;制度激励;博弈均衡,法学理论,法学理论,法学理论,法学理论,法学理论,,965,yes
966,中国社会科学,2018,,6,包容性法治框架下的社会组织治理,张清;武艳,"扬州大学法学院,扬州225009",19,社会组织;包容性发展;包容性法治;软法;依法自治,法学理论,法学理论,法学理论,法学理论,法学理论,,966,yes
967,中国社会科学,2022,000,4,区域协调发展的国家保障义务,李海平[1],"[1]吉林大学理论法学研究中心,长春130012",20,区域协调发展;国家目标条款;国家义务;共同富裕;实质平等,法学理论,法学理论,法学理论,法学理论,法学理论,,967,yes
968,中国社会科学,2019,,9,原则/例外关系的民法阐释,易军[1],"[1]中国政法大学民商经济法学院,北京100088",26,原则/例外关系;逻辑构造;区分实益;立法改进,民商法学,民商法学,民商法学,民商法学,民商法学,,968,yes
969,中国社会科学,2017,,3,反垄断法分析模式的中国选择,叶卫平,"深圳大学法学院,深圳518060",20,反垄断;反垄断法分析模式;经济分析;法律形式主义;法制统一性,经济法学,经济法学,经济法学,经济法学,经济法学,,969,yes
970,中国社会科学,2023,000,5,发展型财税法的理念跃迁与制度构造,刘剑文[1];侯卓[2],"[1]辽宁大学,沈阳110036;[2]中南财经政法大学法学院,武汉430073",19,新发展理念;财税法;个体发展权;社会经济发展权;公共财产权力,经济法学,经济法学,经济法学,经济法学,经济法学,,970,yes
971,中国社会科学,2015,0,1,口供治理与中国刑事司法裁判,"李训虎[1,2]",[1]2011计划司法文明协同创新中心;[2]中国政法大学证据科学研究院,19,口供依赖;口供治理;刑事裁判合法性;治理转型,刑法学,刑法学,刑法学,刑法学,刑法学,,971,yes
972,中国社会科学,2015,0,4,司法公信力的理性解释与建构,胡铭[1],"[1]浙江大学光华法学院,杭州310008",22,自媒体;刑事司法;司法公信力;理性选择;司法规律,刑法学,刑法学,刑法学,刑法学,刑法学,,972,yes
973,中国社会科学,2017,0,6,司法公正与同理心正义,杜宴林,"吉林大学理论法学研究中心/司法文明协同创新中心,长春130012",19,个案正义;司法公正;同理心正义;公共理性,法学理论,法学理论,法学理论,法学理论,法学理论,,973,yes
974,中国社会科学,2017,0,6,司法方法在裁判中的运用——法条至上、原则裁判与后果权衡,任强,"中山大学法学院,广州510275",22,司法方法;法条至上;原则裁判;后果权衡,法学理论,法学理论,法学理论,法学理论,法学理论,,974,yes
975,中国社会科学,2019,,4,合理怀疑的本土类型与法理建构,栗峥[1],"[1]中国政法大学诉讼法学研究院,北京100088",27,合理怀疑;怀疑版本;聚类集成;微分式证明;积分式证明,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,975,yes
976,中国社会科学,2023,000,9,唐律说“理”,胡玉鸿[1],"[1]华东政法大学人权研究院,上海200042",23,唐律;唐律疏议;理;法理;法律文化,法律史,法律史,法律史,法律史,法律史,,976,yes
977,中国社会科学,2017,,11,商业银行股东加重责任及其制度建构,杨松[1];宋怡林[2],"[1]辽宁大学法学院,沈阳110136;[2]辽宁科技大学经济与法律学院,鞍山114051",22,商业银行 股东自担剩余风险加重责任 有限责任 金融安全,民商法学,民商法学,民商法学,民商法学,民商法学,,977,yes
978,中国社会科学,2022,0,2,商法一般条款的类型化适用,杨;峰[1],"[1]南昌大学法学院,南昌330031",21,类型化;商法;一般条款;法律适用;解释论,民商法学,民商法学,民商法学,民商法学,民商法学,,978,yes
979,中国社会科学,2018,,12,商法漏洞的特别法属性及其填补规则,钱玉林[1],"[1]华东政法大学经济法学院,上海200042",20,商法;民法;法律漏洞;法源条款;法学方法论,民商法学,民商法学,民商法学,民商法学,民商法学,,979,yes
980,中国社会科学,2016,0,12,商法的独特性与民法典总则编纂,许中缘;颜克云,"中南大学法学院,长沙410086",19,民法典;商法;商事通则;民商合一,民商法学,民商法学,民商法学,民商法学,民商法学,,980,yes
981,中国社会科学,2021,0,11,国家保护视野中的个人信息权利束,王锡锌[1],[1]北京大学法学院北京100871,22,保护法;国家保护义务;工具性权利;个人信息权利束;规制策略,数字法学,宪法学与行政法学,宪法学与行政法学,民商法学,宪法学与行政法学,,981,yes
982,中国社会科学,2017,,3,国际会计准则的困境与财务报表的改进——马克思虚拟资本理论的视角,"周华[1];戴德明[1];刘俊海[2];叶建明[3,4]","[1]中国人民大学商学院,北京100872;[2]中国人民大学法学院,北京100872;[3]芝加哥大学统计学博士和哥伦比亚大学;[4]厦门大学管理学院,厦门361005",22,国际会计准则;公允价值;虚拟资本;历史成本;法律事实,法学理论,法学理论,法学理论,法学理论,法学理论,,982,yes
983,中国社会科学,2015,0,10,国际法治的中国表达,何志鹏,,11,国际法治;中国观;法治化进程;法治中国;国际关系;司法协助;国际事务;法律体系,国际法学,国际法学,国际法学,国际法学,国际法学,,983,yes
984,中国社会科学,2021,0,5,国际法的守正与创新——以全球治理体系变革的规范需求为视角,赵骏,"浙江大学光华法学院,杭州310008",27,两个大局;国际法治;守正创新;全球治理;规范需求,国际法学,国际法学,国际法学,国际法学,国际法学,,984,yes
985,中国社会科学,2015,0,9,国际贸易投资规则的再构建及中国的因应,石静霞[1],"[1]对外经济贸易大学法学院教授,北京100029",18,贸易投资规则;巨型RTAs;服务贸易;规制合作,国际法学,国际法学,国际法学,国际法学,国际法学,,985,yes
986,中国社会科学,2019,,10,在新的历史起点上推进中国特色法学体系构建,张文显[1],[1]不详,20,社会主义现代化强国;新的历史起点;历史方位;体系构建;三重视野;中国特色法学;时代课题;发展趋势,法学理论,法学理论,法学理论,法学理论,法学理论,,986,yes
987,中国社会科学,2021,0,5,地方政府的价值治理及其制度效能,周尚君,"西南政法大学行政法学院,重庆401120",21,价值治理;组织结构;制度伦理;制度化,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,987,yes
988,中国社会科学,2018,,6,地方法院庭审实质化改革实证研究,左卫民,"国家2011计划“司法文明协同创新中心”、四川大学,成都610207",24,以审判为中心;庭审实质化;诉讼制度改革;司法改革;实证研究,诉讼法学,诉讼法学,诉讼法学,诉讼法学,诉讼法学,,988,yes
989,中国社会科学,2023,000,9,基于中国治理实践的行政法学命题转换,石佑启[1],"[1]广东外语外贸大学法学院,广州510420",22,中国治理;行政法学;命题转换;理论创新;知识体系,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,宪法学与行政法学,,989,yes
990,中国社会科学,2016,,7,基于规则与事实的司法哲学范畴,孙笑侠,"复旦大学法学院,上海200438",19,规则;事实;司法哲学;形式正义;实质正义,法学理论,法学理论,法学理论,法学理论,法学理论,,990,yes
991,中国社会科学,2018,,9,基本法律概念的构建与诠释——以权利与权力的关系为重心,刘杨[1],"[1]暨南大学知识产权研究院、法学院/知识产权学院,广州510632",26,基本法律概念;权利;权力;法律观;权利客体,法学理论,法学理论,法学理论,法学理论,法学理论,,991,yes
992,中国社会科学,2023,000,8,多边主义与国际法治,廖凡[1],"[1]中国社会科学院大学法学院,北京102488",20,多边主义;国际法治;国际秩序;全球治理;人类命运共同体,国际法学,国际法学,国际法学,国际法学,国际法学,,992,yes
993,中国社会科学,2019,,6,多边贸易、市场规则与技术标准定价,马一德[1],"[1]中南财经政法大学,武汉430073",19,多边贸易;知识产权;技术标准;标准必要专利;市场定价,知识产权法学,民商法学,知识产权法学,知识产权法学,知识产权法学,,993,yes
