编号,期刊,年份,题目,作者,作者机构,研究创新性,现状洞察度,理论建构力,逻辑连贯性,学术共识度,前瞻延展性,研究创新性_std,现状洞察度_std,理论建构力_std,逻辑连贯性_std,学术共识度_std,前瞻延展性_std,总分,平均标准差
1126,法学研究,2020,专家参与刑事司法的多元功能及其体系化,"陈如超[1,2,3]",[1]西南政法大学刑事侦查学院;[2]西南政法大学国家安全学院;[3]重庆高校市级刑事科学技术重点实验室,65,66.8,80.8,80,85,74.2,7.1,14.6,6.0,2.3,2.4,4.3,75.29,6.12
1127,法学研究,2018,业务侵占:贪污罪的解释方向,王彦强[1],[1]南京师范大学法学院,80,89.2,83.5,90.5,81.2,66.8,10.3,3.0,3.7,1.9,3.0,6.2,81.88,4.68
1128,法学研究,2018,个人信息保护:从个人控制到社会控制,"高富平[1,2]",[1]华东政法大学;[2]华东政法大学数据法律研究中心,78.8,72.5,74.2,80.2,87.8,74.8,6.5,7.5,9.7,3.3,3.1,3.4,78.04,5.58
1129,法学研究,2022,个人信息保护合规的体系构建,敬力嘉[1],[1]武汉大学法学院,68.5,80.2,75,84.5,82.8,71.2,9.1,4.8,7.3,5.5,3.6,4.8,77.04,5.85
1130,法学研究,2023,个人信息国家保护义务理论的反思与重塑,李海平[1],[1]吉林大学法学院,87.8,88.2,64.5,85.8,83.2,64.5,2.1,2.9,24.0,4.3,3.5,23.0,79,9.97
1131,法学研究,2018,个人信息大数据与刑事正当程序的冲突及其调和,裴炜[1],[1]北京航空航天大学法学院,72.8,56,78.2,83,85,76,11.5,30.5,6.9,3.5,0.0,4.2,75.17,9.43
1132,法学研究,2023,个人信息权的分析与建构,萧鑫[1],[1]中国社会科学院法学研究所,73.2,81.8,84.2,88.2,86.5,72.2,25.5,4.3,2.9,4.3,1.7,1.5,81.04,6.7
1133,法学研究,2018,个人信息的侵权法保护,叶名怡[1],[1]上海财经大学,80.2,85,76,84.2,85.2,77.8,4.8,2.4,7.8,1.5,3.8,2.1,81.42,3.73
1134,法学研究,2018,个人信息私法保护的困境与出路,"丁晓东[1,2]",[1]中国人民大学法学院;[2]中国人民大学未来法治研究院,80.8,83,55,86.2,87,65.5,3.4,3.6,14.1,2.5,4.2,8.8,76.25,6.1
1135,法学研究,2023,个人所得税法上年龄非中性的实现——以老年人生存权益的保障为核心,汤洁茵[1],[1]中国社会科学院大学法学院,71.2,79,76.2,89.8,80.8,75,24.3,8.2,6.7,3.3,8.8,1.4,78.67,8.78
1136,法学研究,2022,个人数据交易的双重法律构造,林洹民[1],[1]浙江大学光华法学院,83.8,65.5,82.5,88,92.5,78,2.5,23.9,5.6,0.0,3.3,1.6,81.71,6.15
1137,法学研究,2022,中华法系的百年历史叙事,赵明[1],[1]西南大学法学院,78.5,79,42.2,82.8,79,69,6.0,4.8,10.2,2.2,2.6,4.8,71.75,5.1
1138,法学研究,2016,中国债编体系构建中若干基础关系的协调——从法国重构债法体系的经验观察,李世刚,复旦大学法学院,71.8,83.5,77.5,85,83.8,75.5,6.9,6.0,7.1,6.2,5.1,4.1,79.5,5.9
1139,法学研究,2020,中国刑事专家辅助人向专家证人的角色转变,张保生[1];董帅[2],[1]中国政法大学证据科学教育部重点实验室、司法文明协同创新中心;[2]中国政法大学证据科学研究院,78.2,84.2,60.8,75.5,83.8,76.5,7.4,2.9,24.5,3.8,3.5,5.7,76.5,7.97
1140,法学研究,2015,中国刑事印证理论批判,周洪波[1],[1]西南民族大学法学院,71,86,35,82.5,82.2,72.5,9.0,2.7,16.3,3.3,3.1,5.6,71.54,6.67
1141,法学研究,2024,中国刑事司法证明“唯客观化”批判,熊晓彪[1],[1]中山大学法学院,84.5,84.8,83.5,84.8,85.8,72.8,5.3,5.0,4.4,5.4,2.9,6.4,82.67,4.9
1142,法学研究,2017,中国司法体制改革的经验——习近平司法体制改革思想研究,陈卫东,中国人民大学法学院,30,43.8,35,62,36.2,45.8,0.0,8.5,4.1,5.0,6.3,7.4,42.12,5.22
1143,法学研究,2024,中国合同法上的产权平等保护,罗昆[1],[1]武汉大学法学院,82.5,82,77.5,86.8,87.8,83,3.8,3.6,8.2,6.7,3.1,2.4,83.25,4.63
1144,法学研究,2015,中国宪法上国家所有的规范含义,程雪阳[1],[1]苏州大学王健法学院,73.8,84.5,79.2,87.2,87.2,82.8,22.5,2.5,6.8,6.4,1.5,3.3,82.46,7.17
1145,法学研究,2021,中国宪法上基本权利限制的形式要件,陈楚风[1],[1]清华大学法学院,83.5,84.8,81.2,92.2,86,69.2,1.7,3.4,7.0,1.7,1.4,6.5,82.83,3.62
1146,法学研究,2023,中国宪法体制中民主集中制的统合作用,沈寿文[1],[1]吉林大学法学院,72.5,73.5,46.8,86.2,81.2,61.2,12.6,7.0,20.5,3.5,3.0,5.4,70.25,8.67
1147,法学研究,2024,中国式法治现代化概念的逻辑构造及其展开,郭晔[1],[1]北京师范大学法学院,31.2,74.2,47.8,80.8,77.5,58.5,2.5,12.2,2.1,4.9,5.6,4.7,61.67,5.33
1148,法学研究,2023,中国式现代化的宪法逻辑,韩大元[1],[1]中国人民大学法学院,31.2,53.5,42.5,76,74,67,6.3,13.8,2.9,1.4,3.7,7.3,57.38,5.9
1149,法学研究,2024,中国式现代化进程中的属地管理原则,叶必丰[1],[1]上海交通大学凯原法学院,55.8,54.2,57.5,82,80.8,70,8.3,15.1,15.8,3.6,3.8,0.0,66.71,7.77
1150,法学研究,2015,中国投资协议实体保护标准的自由化和多边化演进,沈伟[1],[1]上海交通大学法学院,38.8,58,54.2,73.2,60,67.5,11.1,20.6,16.6,5.9,16.9,8.7,58.62,13.3
1151,法学研究,2020,中国政法体制的规范性原理,黄文艺[1],[1]中国人民大学法学院,63,76.8,75,86.5,74.8,78,26.7,2.1,5.7,3.0,6.5,6.8,75.67,8.47
1152,法学研究,2024,中国民事诉讼率变迁的影响机制——对曲线理论的检验和修正,石磊[1],[1]上海交通大学凯原法学院,81.5,85.5,77,85.8,85.8,70,4.4,3.3,2.4,3.3,5.3,10.0,80.92,4.78
1153,法学研究,2020,中国民法典总则与分则之间的统辖遵从关系,孙宪忠[1],[1]中国社会科学院法学研究所,57.2,81.2,56.8,83.2,82.5,59.5,11.4,6.7,19.1,2.8,3.3,12.6,70.08,9.32
1154,法学研究,2024,中国民间公益法人制度现代化的路径选择,李德健[1],[1]浙江工业大学法学院,60.8,82.5,70.8,85.5,85.8,79.5,18.5,2.5,18.1,0.6,1.5,4.2,77.46,7.57
1155,法学研究,2024,中国法学对外交流与研究中的概念对接——以多数人之债实体与程序的中德比较研究为例,卜元石[1],[1]德国弗莱堡大学法律系,56.8,86.2,57.5,85.2,86.2,75.2,23.8,3.5,8.7,5.3,1.5,3.2,74.54,7.67
1156,法学研究,2016,中国法律传统的经济理性,夏扬,北京师范大学法学院,48,69,35,85,79,51.2,13.9,11.2,4.1,2.4,4.5,7.5,61.21,7.27
1157,法学研究,2023,中国法律语境中的国家政策概念,彭中礼[1],[1]中南大学法学院,66.8,72,50,80.5,71,70.5,7.9,5.9,18.7,1.9,22.0,7.5,68.46,10.65
1158,法学研究,2017,中国法治经济建设的逻辑,谢海定,中国社会科学院法学研究所《法学研究》编辑部,36.2,73,56.2,84.8,81,75.5,4.8,3.4,8.5,4.7,2.0,4.1,67.79,4.58
1159,法学研究,2025,中国法治语境下的司法建议：机理、运用与制度完善,顾培东[1],[1]四川大学法学院,35,66.8,50.8,76,88.3,76.8,4.1,5.7,5.1,9.5,3.5,5.7,64.61,5.6
1160,法学研究,2019,中国法科学生留学德国四十年的回顾与展望,,基于博士学位论文的考察-卜元石-德国弗莱堡大学法律系,15,47,24.5,74.2,63.5,57.5,17.3,20.3,13.1,8.3,8.3,9.9,46.96,12.87
1161,法学研究,2022,中国特色民间文学艺术作品著作权保护理论的构建,胡开忠[1],[1]中南财经政法大学知识产权研究中心,64,82,72,74.8,82,75,17.4,2.7,6.5,3.4,3.3,8.2,74.96,6.92
1162,法学研究,2015,中国特色社会主义人权理论体系论纲,,广州大学人权理论研究课题组,30,27.5,32,57.2,52.5,11.2,0.0,18.9,7.3,8.3,13.2,10.3,35.08,9.67
1163,法学研究,2018,中国环境法治中的政党、国家与社会,陈海嵩[1],[1]中南大学法学院,64.2,77.5,58.8,83,81.2,53.2,15.2,4.1,13.5,3.4,3.0,12.9,69.67,8.68
1164,法学研究,2019,中国现行宪法中的“党的领导”规范,秦前红[1];刘怡达[1],[1]武汉大学法学院,53,79.2,45.2,84.2,86.5,64.5,19.6,6.1,7.8,4.3,3.0,6.6,68.79,7.9
1165,法学研究,2020,中国第一代马克思主义法学家的理论开创,程梦婧[1],[1]重庆大学法学院,31.2,44.8,41.2,71.5,78.5,50,2.5,12.7,4.8,4.5,7.7,10.0,52.88,7.03
1166,法学研究,2020,中国行政诉讼中的府院互动,章志远[1],[1]华东政法大学,58,79.2,65.8,85.2,84,78,18.1,5.3,13.5,5.3,6.2,0.0,75.04,8.07
1167,法学研究,2018,为作为证明方法的“印证”辩护,薛爱昌[1],[1]西安交通大学法学院,76.8,77.2,82,78.2,83.5,66,8.1,5.7,5.0,2.9,3.7,4.2,77.29,4.93
1168,法学研究,2022,为被告人利益抗诉与上诉不加刑原则之适用———以上诉理由之限制为中心,郭烁[1],[1]中国政法大学诉讼法学研究院,89.2,83.8,85.8,89.2,79,84.2,3.4,3.5,5.9,3.0,16.1,1.5,85.21,5.57
1169,法学研究,2016,主体制度民商合一的中国路径,汪青松,西南政法大学民商法学院,74.5,82.5,78,88,82.8,79.8,1.7,3.0,5.7,4.3,1.5,3.3,80.92,3.25
1170,法学研究,2021,主观权利概念之理论检讨——以胎儿的民事权利能力问题为中心,陈帮锋[1],[1]厦门大学法学院,77.8,84.8,85,86,83.8,79.5,10.6,2.1,0.0,1.4,2.5,4.2,82.79,3.47
1171,法学研究,2022,义务范围理论下证券服务机构过失虚假陈述赔偿责任,洪国盛[1],[1]北京大学国际法学院,76,81.2,84,90,86,80,7.7,3.8,4.2,1.6,4.2,4.4,82.88,4.32
1172,法学研究,2016,习近平全面依法治国思想的理论逻辑与创新发展,李林,中国社会科学院法学研究所,30,41.2,33.8,60.5,33.8,40,0.0,14.4,7.5,14.1,13.1,12.2,39.88,10.22
1173,法学研究,2023,习近平法治思想中的依规治党理论及其原创性贡献,王伟国[1],[1]中国法学会党内法规研究中心,27.5,45,44.2,60,45,37.5,5.0,0.0,2.9,8.5,9.1,5.0,43.21,5.08
1174,法学研究,2021,习近平法治思想中的法治监督理论,江必新;张雨,中南大学法学院,36.2,43.8,33,65.5,45,26.2,6.3,8.5,10.1,4.9,8.2,7.5,41.62,7.58
1175,法学研究,2021,习近平法治思想对马克思主义法治原理的传承与发展,孙谦[1],[1]最高人民检察院,30,3.8,17.5,52,31.2,18.8,0.0,2.5,11.9,13.4,2.5,2.5,25.54,5.47
1176,法学研究,2023,习近平法治思想的数字法治观,周尚君[1],[1]西南政法大学全面依法治国研究院,33.8,55.5,36.2,71.8,36.8,45.8,2.5,7.6,7.5,2.9,5.4,7.0,46.62,5.48
1177,法学研究,2022,习近平法治思想领航中国之治的实践机制,"陈柏峰[1,2]",[1]中南财经政法大学法学院;[2]国家治理学院,30,13.8,41.2,33.8,43.8,27.5,0.0,6.3,2.5,4.8,7.5,2.9,31.67,4.0
1178,法学研究,2016,乡村司法与国家治理——以乡村微观权力的整合为线索,郑智航,山东大学法学院,32.8,60,43.2,73.5,74.2,74.2,1.5,17.3,14.7,7.0,4.3,2.9,59.67,7.95
1179,法学研究,2020,乡村基层执法的空间制约与机制再造,陈柏峰[1],[1]中南财经政法大学法学院,62,77,84,84,83,54,5.7,3.9,1.4,4.2,2.6,10.0,74,4.63
1180,法学研究,2019,乡村振兴背景下的宅基地权利制度重构,宋志红[1],[1]中共中央党校(国家行政学院)政法部,70.5,76.5,89.8,84.2,86.2,83.8,8.2,4.4,3.3,1.5,1.5,2.5,81.83,3.57
1181,法学研究,2019,书面形式与合同的成立,朱广新[1],[1]中国社会科学院法学研究所,70.2,79.8,82.8,86,76.2,83.2,24.0,4.0,4.6,4.9,22.9,3.5,79.71,10.65
1182,法学研究,2016,买卖合同之规定准用于其他有偿合同,易军,中国政法大学,69.2,75,74.5,87,81.8,69.5,19.4,10.1,13.1,3.5,2.9,7.5,76.17,9.42
1183,法学研究,2025,二元规范论视角下刑法第13条但书规定的解释论展开,李世阳[1],[1]浙江大学光华法学院,78.2,89.5,82.8,83.2,81.2,75.8,2.9,1.9,7.6,6.7,7.5,7.2,81.79,5.63
1184,法学研究,2025,互联网平台处罚权的法律规制,刘权[1],[1]中央财经大学“龙马学者”,65.8,78.8,76.8,87.2,79.2,74.2,9.9,2.5,4.3,2.2,11.5,8.7,77,6.52
1185,法学研究,2018,互联网金融风险的社会特性与监管创新,许多奇[1],[1]上海交通大学凯原法学院,41.8,29.5,53,84,69.2,69.5,20.1,34.8,6.3,6.2,16.2,4.8,57.83,14.73
1186,法学研究,2021,交警非现场执法的规范构建,余凌云,清华大学法学院,63.2,85,70,84,83.8,77.5,14.2,5.0,6.3,4.2,2.1,2.9,77.25,5.78
1187,法学研究,2020,人工智能与事实认定,栗峥[1],[1]中国政法大学,46.5,67.5,84.5,78,75.2,82.5,27.9,3.3,8.4,0.0,2.5,2.9,72.38,7.5
1188,法学研究,2019,人工智能时代的法律议论,季卫东[1],[1]上海交通大学法学院,73.8,82.8,51.5,74,86,82.5,9.5,1.5,14.5,4.2,2.4,3.3,75.08,5.9
1189,法学研究,2021,人工智能时代著作权合理使用制度的重塑,"林秀芹[1,2]",[1]厦门大学法学院、知识产权研究院;[2]厦门大学一带一路研究院,69.2,81.5,64.8,83.5,76.8,75.8,9.6,6.4,15.3,1.7,8.9,8.3,75.25,8.37
1190,法学研究,2024,人民检察院法律监督的体系分析,王锴[1],[1]北京航空航天大学法学院,50,65.5,55,87.2,79.8,60.5,19.6,6.4,21.6,4.1,3.5,4.2,66.33,9.9
1191,法学研究,2020,人民法院改革取向的审视与思考,"顾培东[1,2]",[1]中南财经政法大学;[2]四川大学法学院,75,74,80,86.2,84.2,78.2,7.3,13.2,6.3,2.4,4.3,3.3,79.62,6.13
1192,法学研究,2023,从关键证人回归必要证人：关键证人出庭作证逻辑反思,陈卫东[1],[1]中国人民大学刑事法律科学研究中心,66.8,70.8,77.2,87.2,87.8,72.2,21.6,6.8,7.3,2.6,5.4,3.1,77,7.8
1193,法学研究,2017,从国家构建到共建共享的法治转向——基于社会组织与法治建设之间关系的考察,马长山,华东政法大学,31.2,69.2,43.8,73,74.5,63,6.3,5.6,1.5,4.2,3.0,5.0,59.12,4.27
1194,法学研究,2019,从基本权理论看法律行为之阻却生效要件,,一个跨法域释义学的尝试-章程-浙江大学光华法学院,87.2,86.5,80.2,88.2,84.2,81.2,1.5,2.4,12.2,0.5,1.7,2.5,84.62,3.47
1195,法学研究,2023,从数据生产到数据流通：数据财产权益的双层配置方案,宁园[1],[1]武汉大学法学院,84.8,86,81,85.5,78.2,76.2,3.8,1.8,6.0,2.6,10.4,2.5,81.96,4.52
1196,法学研究,2023,从民事基本法律到基础性法律：民法典地位论,黄忠[1],[1]西南政法大学,69.8,87.3,66,87,69.2,67.5,8.7,8.1,16.1,6.2,13.6,8.7,73.91,10.23
1197,法学研究,2023,从税收法定到税收法治的实践进阶——以进一步落实税收法定原则为中心,张婉苏[1],[1]南京大学法学院,53.5,77.2,50.2,85.5,81.5,77.5,16.6,1.7,9.2,0.6,1.0,3.8,70.92,5.48
1198,法学研究,2024,从预约到前合同协议——合意多样性视角下的类型化,夏静宜[1],[1]扬州大学法学院,74.2,89,89,89,84.2,76,21.5,2.0,2.9,2.0,4.3,4.2,83.58,6.15
1199,法学研究,2019,他行为能力问题研究,陈兴良[1],[1]北京大学法学院,74.2,83,72.8,86.2,86.2,67,12.9,4.2,22.2,2.5,1.3,2.4,78.25,7.58
1200,法学研究,2019,代理公开的例外类型和效果,"朱虎[1,2]",[1]中国人民大学民商事法律科学研究中心;[2]中国人民大学法学院,90.5,84,91.2,88.8,86.5,78.8,1.9,2.8,4.3,1.0,2.4,2.5,86.62,2.48
1201,法学研究,2022,以习近平法治思想引领行政审判制度新发展,章志远[1],[1]华东政法大学,35,40.8,30,71.8,48,66.2,4.1,28.2,10.6,2.9,19.3,3.5,48.62,11.43
1202,法学研究,2015,以审判为中心的刑事诉讼制度改革,魏晓娜[1],[1]中国人民大学刑事法律科学研究中心,79.8,73,82.8,90.2,87.5,80,8.0,15.9,7.3,5.7,2.9,2.3,82.21,7.02
1203,法学研究,2015,以房抵债协议的法理分析——《最高人民法院公报》载“朱俊芳案”评释,陆青[1],[1]浙江大学光华法学院,77,75.5,66.2,91,83.8,79.5,5.3,10.5,5.1,2.0,2.1,1.9,78.83,4.48
1204,法学研究,2020,以罪名为讨论平台的反思与纠正,丁胜明[1],[1]西南政法大学,75,73.8,85.8,88.8,85.8,75.2,7.3,3.1,5.2,1.5,1.5,8.4,80.71,4.5
1205,法学研究,2024,以鉴代侦：电子数据司法鉴定的扩张趋势及其制度回应,陈如超[1],[1]西南政法大学刑事侦查学院,63.8,57.2,76,83.5,82.8,78.8,26.3,38.2,7.1,3.7,3.3,3.0,73.67,13.6
1206,法学研究,2023,仲裁协议主观范围理论的重构,陈杭平[1],[1]清华大学法学院,76.5,83.8,70.5,90,78.2,71.2,14.9,3.2,19.9,3.6,21.0,5.4,78.38,11.33
1207,法学研究,2023,价格行为规制的法理逻辑——基于整体价格法秩序的视角,刘凯[1],[1]华南理工大学法学院,80.8,63.5,82.2,89.8,81,76.8,5.1,12.8,9.6,3.3,2.0,1.5,79,5.72
1208,法学研究,2019,优先股与普通股的利益分配,,基于信义义务的制度方法-潘林-山东大学法学院,89.5,84,76,86,86.3,83.5,1.9,2.8,4.0,1.4,1.5,2.4,84.13,2.33
1209,法学研究,2023,住房反向抵押的制度反思与规范构建,程威[1],[1]华东政法大学经济法学院,69.2,47.5,64.2,80.2,85,74.5,10.4,19.3,5.9,2.1,2.4,6.7,70.12,7.8
1210,法学研究,2016,体系化视角下的意定代理权来源,尹飞,中央财经大学法学院教授,61.8,84.5,77.8,81,82.8,76.8,14.2,2.6,9.1,5.4,5.6,4.3,77.42,6.87
1211,法学研究,2022,作为个人信息跨境传输监管工具的标准合同条款,金晶[1],[1]中国政法大学民商经济法学院,70,83,62,84.8,79.5,78.8,20.2,3.9,24.7,1.3,3.0,3.0,76.33,9.35
1212,法学研究,2022,作为规范的技术标准及其与法律的关系,"陈伟[1,2]",[1]华东政法大学刑事法学院;[2]华东政法大学中国环境犯罪治理研究中心,77.5,83.2,86.8,87.2,80,79,5.6,4.3,3.5,2.2,12.7,2.0,82.29,5.05
1213,法学研究,2018,作品名称的多重功能与多元保护——兼评反不正当竞争法第6条第3项,彭学龙[1],[1]中南财经政法大学知识产权研究中心,71.2,71.2,70.5,82.5,84.8,79,8.5,14.9,18.7,1.0,2.5,1.2,76.54,7.8
1214,法学研究,2015,依法律行政原理的移植与嬗变,王贵松[1],[1]中国人民大学法学院,78.8,74.2,60,84.8,75.5,75,6.2,8.7,17.3,5.0,11.9,8.2,74.71,9.55
1215,法学研究,2015,依法治国与深化司法体制改革法官责任制度的三种模式,陈瑞华[1],[1]北京大学法学院,73.2,83.8,73,87.2,83,81.8,10.2,1.5,5.8,5.9,3.4,2.9,80.33,4.95
1216,法学研究,2016,依规治党与依法治国的关系,王若磊,中共中央党校政法部副教授,35.8,54.2,49.2,86,84,81,14.2,17.2,5.6,4.6,2.4,2.7,65.04,7.78
1217,法学研究,2015,侦查讯问录音录像制度的功能定位及发展路径,董坤[1],[1]最高人民检察院检察理论研究所,78.5,78.5,81.8,80.8,69.5,82.5,5.9,2.5,6.9,3.4,15.1,5.0,78.58,6.47
1218,法学研究,2015,侵害人视角下的正当防卫论,陈璇[1],[1]中国人民大学法学院,83.8,84,87.2,90.5,89.8,75,9.5,4.9,1.5,1.0,1.3,2.4,85.04,3.43
1219,法学研究,2024,侵权责任与隐私权——责任人和行为人分离情形下的考量,窦海阳[1],[1]中国社会科学院法学研究所,85,83.2,80,87.8,81.5,83,3.6,4.3,4.0,2.1,5.9,1.4,83.42,3.55
1220,法学研究,2022,侵权赔偿体现知识产权价值的民法原理,李承亮[1],[1]武汉大学法学院,75.8,82,81.2,89,79.2,65.8,15.3,3.7,3.0,2.9,5.6,21.3,78.83,8.63
1221,法学研究,2018,侵犯公民个人信息罪“情节严重”的法理重述,石聚航[1],[1]南昌大学法学院,85,83.5,82.5,88.5,83.8,76.8,2.4,6.2,7.1,4.7,1.5,7.0,83.33,4.82
1222,法学研究,2023,促进人与自然和谐共生的中国式法律协同观,张璐[1],[1]华东政法大学经济法学院,36.2,60.8,62.5,83.2,72,71.8,6.3,20.0,11.1,3.5,16.1,2.4,64.42,9.9
1223,法学研究,2022,保底信托效力认定的类型化,吴至诚[1],[1]中国人民大学民商事法律科学研究中心,84,85.5,89,87.2,84.5,76.5,1.4,3.3,2.0,1.5,1.7,1.7,84.46,1.93
1224,法学研究,2022,保理法的再体系化,李宇[1],[1]上海财经大学法学院,88.2,72.8,84.5,90.5,88,79,2.9,20.6,9.6,1.0,0.0,2.0,83.83,6.02
1225,法学研究,2015,保险人明确说明义务批判,马宁[1],[1]西北政法大学,70.2,85,70.5,86.5,84.5,83.2,10.7,2.4,10.8,6.0,1.7,3.5,80,5.85
1226,法学研究,2017,保险法上如实告知义务之新检视,李飞,南京师范大学法学院,69.2,81.5,75,87.8,83.5,73.2,29.5,4.0,4.1,2.1,1.7,3.5,78.38,7.48
1227,法学研究,2017,保险法因果关系判定的规则体系,武亦文,武汉大学法学院,69.8,84.2,83.5,80.8,82.5,63,11.1,1.5,8.3,3.4,3.3,2.4,77.29,5.0
1228,法学研究,2021,保险法安全维护义务的体系定位与规则重塑,马宁[1],[1]苏州大学王健法学院,78,84.5,78,88.5,87,70,3.6,0.6,8.9,4.0,2.4,1.6,81,3.52
1229,法学研究,2017,保障房租赁与买卖法律关系的性质,凌维慈,华东师范大学法学院,82.5,81,77.2,86.2,84.8,78.8,5.6,6.5,4.6,1.5,1.9,3.8,81.75,3.98
1230,法学研究,2017,信息网络传播权及其与广播权的界限,刘银良,北京大学法学院,82.5,78,61.8,88,71.5,78.8,8.5,3.6,21.7,4.0,23.0,4.8,76.75,10.93
