编号,期刊,年份,卷,期,题目,作者,作者机构,页数,原分类,专家分类,分类情形
1085,中国社会科学,2015,0,7,论法治评估的类型化,朱景文[1],"[1]中国人民大学法学院,北京100872",17,法学理论,,
1086,中国社会科学,2020,,12,论算法的法律规制,"丁晓东[1,2]","[1]中国人民大学法学院;[2]中国人民大学未来法治研究院,北京100872",23,民商法学,,
1087,中国社会科学,2019,,5,论结果导向的信息披露,应飞虎[1],"[1]广州大学法学院,广州510006",24,民商法学,,
1088,中国社会科学,2015,0,8,论统一民事责任制度的建构——基于责任融合的“后果模式”,张家勇[1],"[1]四川大学法学院,成都610207",20,民商法学,,
1089,中国社会科学,2022,000,12,论统筹推进国内法治和涉外法治,黄进[1],"[1]中国政法大学全面依法治国研究院,北京100088",12,国际法学,,
1090,中国社会科学,2015,0,6,论诉权的人权属性——以历史演进为视角,吴英姿[1],"[1]南京大学法学院,南京210093",19,法学理论,,
1091,中国社会科学,2024,000,6,论预测性司法,王禄生[1],"[1]东南大学法学院,南京211189",20,诉讼法学,,
1092,中国社会科学,2022,000,5,证券中介机构法律责任配置,邢会强[1],"[1]中央财经大学法学院,北京100081",20,民商法学,,
1093,中国社会科学,2016,,6,财产权宪法化与近代中国社会本位立法,聂鑫,"清华大学法学院副教授,北京100084",18,宪法学与行政法学,,
1094,中国社会科学,2024,000,2,财税法一体化的理论逻辑与实践转向,蒋悟真[1],"[1]华南理工大学法学院,广州510006",19,经济法学,,
1095,中国社会科学,2016,,3,赌博的法律规制,许德风,"北京大学法学院,北京100871",22,民商法学,,
1096,中国社会科学,2016,,3,转型时期刑法立法的思路与方法,周光权,"清华大学法学院,北京100084",24,刑法学,,
1097,中国社会科学,2020,,5,违约金酌减预测研究,屈茂辉[1],"[1]湖南大学法学院,长沙410082",29,民商法学,,
1098,中国社会科学,2021,0,6,"重构""法的渊源""范畴",雷磊[1],[1]中国政法大学法学院北京100088,22,法学理论,,
1099,中国社会科学,2020,,3,重构罪刑法定原则,高巍[1],"[1]云南大学法学院,昆明650091",24,刑法学,,
1100,中国社会科学,2016,0,1,非法证据排除规则的中国范式——基于1459个刑事案例的分析,易延友,"清华大学法学院,北京100084",23,诉讼法学,,
1101,中国社会科学,2024,000,11,面向“三维世界”的数字法学,马长山[1],"[1]华东政法大学,上海200042",19,法学理论,,
1102,中国社会科学,2017,,10,风险控制的部门法思路及其超越,宋亚辉,"南京大学法学院,南京210093",23,法学理论,,
1103,中国社会科学,2017,,10,马克思的法律发展思想及其当代意义,公丕祥,"南京师范大学法学院,南京210023",24,法学理论,,
1104,法学研究,2017,39,1,2016年后反倾销领域中国（非）市场经济地位问题,左海聪;林思思,南开大学法学院,18,国际法学,,
1105,法学研究,2020,42,6,WTO《多方临时上诉仲裁安排》:基于仲裁的上诉替代,石静霞[1],[1]中国人民大学法学院,19,国际法学,,
1106,法学研究,2022,044,4,"""债权物权化""之范畴厘定",袁野[1],[1]武汉大学法学院,20,民商法学,,
1107,法学研究,2019,41,1,“八议”源流与腹边文化互动,苏亦工[1],[1]清华大学法学院,22,法律史,,
1108,法学研究,2024,046,4,“六事”视野中的清代则例,陈煜[1],[1]中国政法大学法律史学研究院,19,法律史,,
1109,法学研究,2020,42,2,“对赌协议”的裁判路径及政策选择——基于PE/VC与公司对赌场景的分析,刘燕[1],[1]北京大学法学院,21,民商法学,,
1110,法学研究,2020,42,4,“御史监察”的历史构造与运转实效,明辉[1],[1]北京航空航天大学法学院,23,法律史,,
1111,法学研究,2015,0,6,“直诉”源流通说辨正,王捷,华东政法大学法律古籍整理研究所,17,法律史,,
1112,法学研究,2016,38,4,“祖制”的法律解读,朱勇,中国政法大学法律史学研究院教授,19,法律史,,
1113,法学研究,2017,39,3,“谁主张谁举证”规则的历史变迁与现代运用,胡东海,中南财经政法大学法学院,18,诉讼法学,,
1114,法学研究,2017,39,4,《印中搜闻》与19世纪早期西方人的中国法律观,李秀清,华东政法大学法律学院,18,法律史,,
1115,法学研究,2017,39,2,《大清新刑律》编纂过程中的法权之争,陈新宇,清华大学法学院,19,宪法学与行政法学,,
1116,法学研究,2023,045,5,《巴黎协定》下国家自主贡献的双重义务模式,陈贻健[1],[1]深圳大学法学院,19,环境与资源保护法学,,
1117,法学研究,2021,43,2,《新加坡调解公约》在中国的批准与实施,孙南翔,中国社会科学院国际法研究所,18,国际法学,,
1118,法学研究,2021,43,1,《海牙判决公约》谈判与知识产权的国际司法合作,何其生,北京大学法学院,17,知识产权法学,,
1119,法学研究,2015,0,5,一人一票原则在我国的适用,屠振宇,南京师范大学法学院,16,宪法学与行政法学,,
1120,法学研究,2019,41,1,一致性解释原则在国际贸易行政案件中的适用,彭岳[1],[1]南京大学法学院,16,国际法学,,
1121,法学研究,2023,045,2,一致解释原则的功能及适用要件,彭岳[1],[1]南京大学法学院,18,国际法学,,
1122,法学研究,2021,43,2,上市公司实际控制人法律责任的反思与构建,郑彧,华东政法大学,12,民商法学,,
1124,法学研究,2025,047,3,不动产定期承租人的预期违约责任——兼评“合同编通则解释”第61条,庄加园[1],[1]上海交通大学凯原法学院,21,民商法学,,
1125,法学研究,2018,40,4,不真正不作为犯的边界,姚诗[1],[1]湖南大学法学院,18,刑法学,,
1126,法学研究,2020,42,2,专家参与刑事司法的多元功能及其体系化,"陈如超[1,2,3]",[1]西南政法大学刑事侦查学院;[2]西南政法大学国家安全学院;[3]重庆高校市级刑事科学技术重点实验室,19,刑法学,,
1127,法学研究,2018,40,5,业务侵占:贪污罪的解释方向,王彦强[1],[1]南京师范大学法学院,17,刑法学,,
1128,法学研究,2018,40,3,个人信息保护:从个人控制到社会控制,"高富平[1,2]",[1]华东政法大学;[2]华东政法大学数据法律研究中心,18,民商法学,,
1129,法学研究,2022,044,4,个人信息保护合规的体系构建,敬力嘉[1],[1]武汉大学法学院,16,民商法学,,
1130,法学研究,2023,045,1,个人信息国家保护义务理论的反思与重塑,李海平[1],[1]吉林大学法学院,17,宪法学与行政法学,,
1131,法学研究,2018,40,2,个人信息大数据与刑事正当程序的冲突及其调和,裴炜[1],[1]北京航空航天大学法学院,20,诉讼法学,,
1132,法学研究,2023,045,6,个人信息权的分析与建构,萧鑫[1],[1]中国社会科学院法学研究所,21,民商法学,,
1133,法学研究,2018,40,4,个人信息的侵权法保护,叶名怡[1],[1]上海财经大学,20,民商法学,,
1134,法学研究,2018,40,6,个人信息私法保护的困境与出路,"丁晓东[1,2]",[1]中国人民大学法学院;[2]中国人民大学未来法治研究院,13,民商法学,,
1135,法学研究,2023,045,2,个人所得税法上年龄非中性的实现——以老年人生存权益的保障为核心,汤洁茵[1],[1]中国社会科学院大学法学院,17,经济法学,,
1136,法学研究,2022,044,5,个人数据交易的双重法律构造,林洹民[1],[1]浙江大学光华法学院,17,民商法学,,
1137,法学研究,2022,44,1,中华法系的百年历史叙事,赵明[1],[1]西南大学法学院,19,法律史,,
1138,法学研究,2016,38,5,中国债编体系构建中若干基础关系的协调——从法国重构债法体系的经验观察,李世刚,复旦大学法学院,24,民商法学,,
1139,法学研究,2020,42,3,中国刑事专家辅助人向专家证人的角色转变,张保生[1];董帅[2],[1]中国政法大学证据科学教育部重点实验室、司法文明协同创新中心;[2]中国政法大学证据科学研究院,16,刑法学,,
1140,法学研究,2015,0,6,中国刑事印证理论批判,周洪波[1],[1]西南民族大学法学院,20,刑法学,,
1141,法学研究,2024,046,2,中国刑事司法证明“唯客观化”批判,熊晓彪[1],[1]中山大学法学院,18,刑法学,,
1142,法学研究,2017,39,5,中国司法体制改革的经验——习近平司法体制改革思想研究,陈卫东,中国人民大学法学院,15,诉讼法学,,
1143,法学研究,2024,046,6,中国合同法上的产权平等保护,罗昆[1],[1]武汉大学法学院,18,民商法学,,
1144,法学研究,2015,0,4,中国宪法上国家所有的规范含义,程雪阳[1],[1]苏州大学王健法学院,22,宪法学与行政法学,,
1145,法学研究,2021,43,5,中国宪法上基本权利限制的形式要件,陈楚风[1],[1]清华大学法学院,15,宪法学与行政法学,,
1146,法学研究,2023,045,6,中国宪法体制中民主集中制的统合作用,沈寿文[1],[1]吉林大学法学院,16,宪法学与行政法学,,
1147,法学研究,2024,046,2,中国式法治现代化概念的逻辑构造及其展开,郭晔[1],[1]北京师范大学法学院,17,法学理论,,
1148,法学研究,2023,045,5,中国式现代化的宪法逻辑,韩大元[1],[1]中国人民大学法学院,19,宪法学与行政法学,,
1149,法学研究,2024,046,1,中国式现代化进程中的属地管理原则,叶必丰[1],[1]上海交通大学凯原法学院,16,法学理论,,
1150,法学研究,2015,0,4,中国投资协议实体保护标准的自由化和多边化演进,沈伟[1],[1]上海交通大学法学院,25,法学理论,,
1151,法学研究,2020,42,4,中国政法体制的规范性原理,黄文艺[1],[1]中国人民大学法学院,20,党内法规学,,
1152,法学研究,2024,046,3,中国民事诉讼率变迁的影响机制——对曲线理论的检验和修正,石磊[1],[1]上海交通大学凯原法学院,26,诉讼法学,,
1153,法学研究,2020,42,3,中国民法典总则与分则之间的统辖遵从关系,孙宪忠[1],[1]中国社会科学院法学研究所,19,民商法学,,
1154,法学研究,2024,046,1,中国民间公益法人制度现代化的路径选择,李德健[1],[1]浙江工业大学法学院,18,经济法学,,
1155,法学研究,2024,046,3,中国法学对外交流与研究中的概念对接——以多数人之债实体与程序的中德比较研究为例,卜元石[1],[1]德国弗莱堡大学法律系,20,民商法学,,
1156,法学研究,2016,38,5,中国法律传统的经济理性,夏扬,北京师范大学法学院,18,法学理论,,
1157,法学研究,2023,045,6,中国法律语境中的国家政策概念,彭中礼[1],[1]中南大学法学院,18,宪法学与行政法学,,
1158,法学研究,2017,39,6,中国法治经济建设的逻辑,谢海定,中国社会科学院法学研究所《法学研究》编辑部,20,民商法学,,
1159,法学研究,2025,047,1,中国法治语境下的司法建议：机理、运用与制度完善,顾培东[1],[1]四川大学法学院,19,诉讼法学,,
1160,法学研究,2019,,2,中国法科学生留学德国四十年的回顾与展望,,基于博士学位论文的考察-卜元石-德国弗莱堡大学法律系,,法学理论,,
1161,法学研究,2022,044,2,中国特色民间文学艺术作品著作权保护理论的构建,胡开忠[1],[1]中南财经政法大学知识产权研究中心,23,知识产权法学,,
1162,法学研究,2015,0,2,中国特色社会主义人权理论体系论纲,,广州大学人权理论研究课题组,24,法学理论,,
1163,法学研究,2018,40,3,中国环境法治中的政党、国家与社会,陈海嵩[1],[1]中南大学法学院,18,环境与资源保护法学,,
1164,法学研究,2019,41,6,中国现行宪法中的“党的领导”规范,秦前红[1];刘怡达[1],[1]武汉大学法学院,14,宪法学与行政法学,,
1165,法学研究,2020,42,5,中国第一代马克思主义法学家的理论开创,程梦婧[1],[1]重庆大学法学院,17,法学理论,,
1166,法学研究,2020,42,3,中国行政诉讼中的府院互动,章志远[1],[1]华东政法大学,17,宪法学与行政法学,,
1167,法学研究,2018,40,6,为作为证明方法的“印证”辩护,薛爱昌[1],[1]西安交通大学法学院,16,诉讼法学,,
1168,法学研究,2022,044,5,为被告人利益抗诉与上诉不加刑原则之适用———以上诉理由之限制为中心,郭烁[1],[1]中国政法大学诉讼法学研究院,16,诉讼法学,,
1169,法学研究,2016,38,2,主体制度民商合一的中国路径,汪青松,西南政法大学民商法学院,17,民商法学,,
1170,法学研究,2021,43,5,主观权利概念之理论检讨——以胎儿的民事权利能力问题为中心,陈帮锋[1],[1]厦门大学法学院,18,民商法学,,
1171,法学研究,2022,044,5,义务范围理论下证券服务机构过失虚假陈述赔偿责任,洪国盛[1],[1]北京大学国际法学院,19,刑法学,,
1172,法学研究,2016,38,2,习近平全面依法治国思想的理论逻辑与创新发展,李林,中国社会科学院法学研究所,20,宪法学与行政法学,,
